regions,periods,tech,vintage,cost_fixed,cost_fixed_units,cost_fixed_notes
TO,2045,WATWASWWABADIMNGA_EX,1950,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantAnaerobic Digester
TO,2045,WATWASWWABUSE_EX,1950,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantExport of energy
TO,2045,WATWASWWABFLR_EX,1950,0.0,k$/TJa,WaterWasteWaste waterAhsbridges Bay Wastewater Treatment PlantFlaring
TO,2045,WATWASWWHCPRC_EX,1955,156.15594930510107,k$/Mm3a,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantProcess
TO,2045,WATWASWWHCINC_EX,1955,0.0,k$/kta,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantIncineration
TO,2045,WATWASWWHCINCMNGA_EX,1955,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantIncineration
TO,2045,WATWASWWHCTTE_EX,1955,5.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantTons to Energy
TO,2045,WATWASWWHCADIMNGA_EX,1955,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantAnaerobic Digester
TO,2045,WATWASWWHCUSE_EX,1955,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantExport of energy
TO,2045,WATWASWWHCFLR_EX,1955,0.0,k$/TJa,WaterWasteWaste waterHighland Creek Waterwater Treatment PlantFlaring
